Cross,Generation,ID,standard_length,caudal_peduncle_pixels,middle_ray_pixels,longest_ray_pixels,outside_ray_pixels,Notes/Observation
MmAk,F2,812,257.082,43.538,87.83,95.489,73.256,
MmAk,F2,813,252,31.516,61.751,70.251,50.092,
MmAk,F2,814,263.523,44.887,78.89,91.112,68.991,
MmAk,F2,815,252,36.343,67.465,75.271,56.053,
MmAk,F2,912,246.246,31.501,55.505,63.565,45.506,
MmAk,F2,913,245.204,47.265,93.43,102.157,73.801,
MmAk,F2,914,250.647,29.522,62.508,69.093,51.61,
MmAk,F2,915,246.13,53.009,103.019,109.078,87.201,
MmAk,F2,916,251.127,55.184,102.207,112.519,86.205,
MmAk,F2,917,251.509,45.238,78.64,88.335,61.521,
MmAk,F2,918,248.018,41.022,77.334,80.865,61.4,
MmAk,F2,919,256.049,37.667,74.027,78.839,61.453,
MmAk,F2,920,249.032,42.19,86.5,90.874,65.324,
MmAk,F2,921,252.05,31.029,24.777,29.728,17.601,
MmAk,F2,922,248.34,47.563,98.863,102.116,75.147,
MmAk,F2,923,252.071,53.151,100.336,112.441,85.706,
MmAk,F2,924,245.204,49.563,91.255,102.13,72.891,
MmAk,F2,925,251.072,48.166,77.757,88.538,70.282,
MmAk,F2,926,248.727,51.021,80.722,96.451,81.851,
MmAk,F2,927,249.393,41.14,65.622,71.332,51.325,
MmAk,F2,928,252.198,52.154,88.685,84.095,61.294,
MmAk,F2,929,250.072,29.954,54.918,49.477,32.5,
MmAk,F2,930,250.002,40.003,72.002,83.464,58.142,
MmAk,F2,261,149.513,25.336,46.543,54.259,36.305,
MmAk,F2,262,149.001,31.349,57.682,61.803,47.674,
MmAk,F2,265,179.101,36.014,71.063,83.355,56.223,
MmAk,F2,266,178.364,21.503,41,45.618,39.504,
MmAk,F2,267,178.618,34.14,57.759,67.284,45.848,
MmAk,F2,293,204.296,30.641,58.013,66.069,45.506,
MmAk,F2,296,201.159,30.167,61.834,68.622,50.386,
MmAk,F2,300,209.289,29.674,53.042,62.069,46.284,
MmAk,F2,301,207.015,29.767,56.181,62.236,46.521,
MmAk,F2,302,207.241,42.374,79.713,88.846,74.066,
MmAk,F2,304,205.593,34.288,62.979,70.579,57.417,
MmAk,F2,305,206.119,28.412,53.067,62.868,45.277,
MmAk,F2,353,242.132,43.981,84.43,103.109,78.076,
MmAk,F2,356,240.3,48.005,84.423,100.139,74.202,
MmAk,F2,359,240.008,35.743,65.144,69.997,56.997,
MmAk,F2,361,246.001,36.721,66.987,75.918,71.841,
MmAk,F2,365,248.073,37.054,63.667,65.375,45.686,
MmAk,F2,366,247.018,46.174,89.001,97.628,77.233,
MmAk,F2,367,241.251,50.881,93.904,97.259,75.101,
